'data-make';'data-model';'data-year';'data-trim';'data-extcolor';'data-intcolor';'data-trans';'data-price';'data-engine';'data-fueltype';'data-vehicletype';'data-bodystyle';'data-name';'data-vin';'data-modelcode';'data-msrp';'data-stocknum'
'Subaru';'Forester';'2020';'Sport AWD';'Dark Blue Pearl';'Gray';'Variable';'34999';'2.5L H4 16V GDI DOHC';'Gasoline Fuel';'used';'Sport Utility';'2020 Subaru Forester Sport AWD';'JF2SKARC0LH560212';'LFG';'39999';'US4762'
'Ford';'Fusion Hybrid';'2020';'SE';'Magnetic Metallic';'Ebony';'Variable';'25499';'2.0L I4 16V MPFI DOHC Hybrid';'Hybrid Fuel';'used';'4dr Car';'2020 Ford Fusion Hybrid SE';'3FA6P0LU8LR121325';'P0L';'27999';'US5089'
'Ford';'Escape';'2020';'SE AWD';'Agate Black Metallic';'Dark Earth Gray';'Automatic';'28999';'1.5L I3 12V GDI DOHC Turbo';'Gasoline Fuel';'used';'Sport Utility';'2020 Ford Escape SE AWD';'1FMCU9G64LUA04190';'U9G';'31999';'US5099'
'Subaru';'Legacy';'2020';'Limited Awd';'Crystal White Pearl';'Warm Ivory';'Variable';'31999';'2.5L H4 16V GDI DOHC';'Gasoline Fuel';'used';'4dr Car';'2020 Subaru Legacy Limited Awd';'4S3BWAL66L3025887';'LAF';'34999';'US5111'
'Ford';'Escape';'2020';'SEL AWD';'Oxford White';'Ebony';'Automatic';'30499';'1.5L I3 12V GDI DOHC Turbo';'Gasoline Fuel';'used';'Sport Utility';'2020 Ford Escape SEL AWD';'1FMCU9H67LUA19751';'U9H';'31999';'US5123'
'Subaru';'Ascent';'2020';'Limited Awd';'Magnetite Gray Metallic';'Slate Black';'Variable';'41499';'2.4L H4 16V GDI DOHC Turbo';'Gasoline Fuel';'used';'Sport Utility';'2020 Subaru Ascent Limited Awd';'4S4WMALD7L3429914';'LCD';'43999';'US5126'
'Lincoln';'Navigator';'2020';'Reserve 4X4';'Infinite Black';'Ebony';'Automatic';'79499';'3.5L V6 24V PDI DOHC Twin Turbo';'Gasoline Fuel';'used';'Sport Utility';'2020 Lincoln Navigator Reserve 4X4';'5LMJJ2LT8LEL04776';'J2L';'81999';'US5153'
'Ford';'F-150';'2020';'XLT SuperCrew';'Agate Black Metallic';'Black';'Automatic';'46999';'3.5L V6 24V PDI DOHC Twin Turbo';'Gasoline Fuel';'used';'Crew Cab Pickup';'2020 Ford F-150 XLT SuperCrew';'1FTEW1E4XLKD93665';'W1E';'46999';'US5163'
'Acura';'RDX';'2020';'SH-AWD w/Technology Pkg';'Majestic Black Pearl';'Ebony';'Automatic';'38999';'2.0L I4 16V GDI DOHC Turbo';'Gasoline Fuel';'used';'Sport Utility';'2020 Acura RDX SH-AWD w/Technology Pkg';'5J8TC2H54LL029425';'TC2H5LKNW';'41999';'US5216'
'Hyundai';'Santa Fe';'2020';'Limited AWD';'Portofino Gray';'Black/Black';'Automatic';'37999';'2.0L I4 16V GDI DOHC Turbo';'Gasoline Fuel';'used';'Sport Utility';'2020 Hyundai Santa Fe Limited AWD';'5NMS5CAA8LH200471';'644A2AT5';'39999';'US5269'
'Ford';'F-550 DRW';'2020';'XL 4WD 12FT LANDSCAPE DUMP';'Oxford White';'Medium Earth Gray';'Automatic';'72999';'7.3L V8 16V MPFI OHV';'Gasoline Fuel';'used';'Regular Cab Chassis-Cab';'2020 Ford F-550 DRW XL 4WD 12FT LANDSCAPE DUMP';'1FDUF5HN3LEE11568';'F5H';'75999';'US5273'
'Ford';'Fusion Plug-In Hybrid';'2020';'Titanium';'Agate Black Metallic';'Ebony';'Variable';'27999';'2.0L I4 16V MPFI DOHC Hybrid';'Hybrid Fuel';'used';'4dr Car';'2020 Ford Fusion Plug-In Hybrid Titanium';'3FA6P0SU7LR158318';'P0S';'0';'US5294'
'Ford';'Ranger';'2020';'Base';'Silver';'';'Automatic';'36876';'4 Cyl - 2.3 L';'Gasoline Fuel';'used';'Crew Cab Pickup';'2020 Ford Ranger';'1FTER4FH6LLA83792';'R4F';'0';'US5324'
'Subaru';'Outback';'2021';'Premium Awd';'Crystal White Pearl';'Slate Black';'Variable';'33299';'2.5L H4 16V GDI DOHC';'Gasoline Fuel';'used';'Sport Utility';'2021 Subaru Outback Premium Awd';'4S4BTAFC4M3211032';'MDD';'35999';'US4861'
'Subaru';'Crosstrek';'2021';'Sport AWD';'Crystal White Pearl';'Gray w/Yellow Stitching';'Variable';'33499';'2.0L';'Gasoline Fuel';'used';'Sport Utility';'2021 Subaru Crosstrek Sport AWD';'JF2GTHSC5MH214356';'MRE';'36999';'US4877'
'Subaru';'Forester';'2021';'Premium Awd';'Magnetite Gray Metallic';'Black';'Variable';'32999';'2.5L H4 16V GDI DOHC';'Gasoline Fuel';'used';'Sport Utility';'2021 Subaru Forester Premium Awd';'JF2SKAJC3MH517500';'MFF';'34999';'US5218'
'Subaru';'Forester';'2021';'Premium Awd';'Crystal Black Silica';'Black';'Variable';'32999';'2.5L H4 16V GDI DOHC';'Gasoline Fuel';'used';'Sport Utility';'2021 Subaru Forester Premium Awd';'JF2SKAJC4MH553079';'MFF';'34999';'US5219'
'Subaru';'Crosstrek';'2021';'Premium Awd';'Crystal White Pearl';'Black W/Orange Stitching';'Variable';'31999';'2.0L H4 16V GDI DOHC';'Gasoline Fuel';'used';'Sport Utility';'2021 Subaru Crosstrek Premium Awd';'JF2GTAPC1M8259522';'MRD';'33999';'US5274'
'Ford';'Explorer';'2021';'ST 4WD';'Infinite Blue Metallic Tinted Clearcoat';'Ebony';'Automatic';'54999';'3.0L V6 24V GDI DOHC Twin Turbo';'Gasoline Fuel';'used';'Sport Utility';'2021 Ford Explorer ST 4WD';'1FM5K8GC6MGA66270';'K8G';'56999';'US5288'
'Ford';'F-250';'2022';'King Ranch Crew Cab';'Oxford White';'Java';'Automatic';'74999';'6.2L V8 16V MPFI SOHC Flexible Fuel';'Gasoline Fuel';'used';'Crew Cab Pickup';'2022 Ford F-250 King Ranch Crew Cab';'1FT7W2B65NEC04653';'W2B';'78999';'US5206'
'INFINITI';'QX4';'1999';'Luxury';'Tuscan Beige';'Stone Beige';'Automatic';'5995';'3.3L V6 12V MPFI SOHC';'Gasoline Fuel';'used';'Sport Utility';'1999 INFINITI QX4 Luxury';'JNRAR05Y1XW042919';'71019';'7995';'U30058'
'Honda';'Civic Sdn';'2008';'EX';'Galaxy Gray Metallic';'';'Automatic';'6995';'1.8L I4 16V MPFI SOHC';'Gasoline Fuel';'used';'4dr Car';'2008 Honda Civic Sdn EX';'2HGFA16888H348244';'';'9995';'U30057'
'Ford';'F-150';'2010';'Lariat';'Royal Red Metallic';'Tan';'Automatic';'19495';'5.4L V8 24V MPFI SOHC Flexible Fuel';'Flex Fuel';'used';'Crew Cab Pickup';'2010 Ford F-150 Lariat';'1FTFW1EV5AFB35590';'W1E';'24995';'U14067'
'Ford';'F-150';'2011';'XLT';'Sterling Gray Metallic';'Steel Gray';'Automatic';'20495';'5.0L V8 32V MPFI DOHC Flexible Fuel';'Flex Fuel';'used';'Crew Cab Pickup';'2011 Ford F-150 XLT';'1FTFW1EF4BFA98879';'W1E';'23995';'U14077'
'Chrysler';'Town & Country';'2011';'Limited';'Stone White';'Black/Light Graystone Interior';'Automatic';'10995';'3.6L V6 24V MPFI DOHC Flexible Fuel';'Flex Fuel';'used';'Mini-van, Passenger';'2011 Chrysler Town &amp; Country Limited';'2A4RR6DGXBR609672';'RTYS53';'12995';'U30063'
'Ford';'Edge';'2014';'SEL';'Mineral Gray Metallic';'Medium Light Stone';'Automatic';'13995';'3.5L V6 24V MPFI DOHC';'Gasoline Fuel';'used';'Sport Utility';'2014 Ford Edge SEL';'2FMDK3JC1EBA32401';'K3J';'19995';'U14019'
'Acura';'RLX';'2014';'Tech Pkg';'Crystal Black Pearl';'Graystone';'Automatic';'19495';'3.5L V6 24V GDI SOHC';'Gasoline Fuel';'used';'4dr Car';'2014 Acura RLX Tech Pkg';'JH4KC1F58EC003032';'KC1F5EKNW';'21995';'U14097'
'Kia';'Sorento';'2014';'LX';'Titanium Silver';'Black';'Automatic';'14995';'3.3L V6 24V GDI DOHC';'Gasoline Fuel';'used';'Sport Utility';'2014 Kia Sorento LX';'5XYKT4A74EG461125';'74222';'18995';'U14099'
'Jeep';'Wrangler Unlimited';'2014';'Rubicon';'Black Clearcoat';'Black';'Automatic';'32995';'3.6L V6 24V MPFI DOHC';'Gasoline Fuel';'used';'Convertible';'2014 Jeep Wrangler Unlimited Rubicon';'1C4HJWFG8EL189011';'JKJS74';'35995';'U30061'
'Ford';'Escape';'2015';'SE';'Black';'';'Automatic';'14995';'1.6L I4 16V GDI DOHC Turbo';'Gasoline Fuel';'used';'Sport Utility';'2015 Ford Escape SE';'1FMCU9GX0FUB67657';'U9G';'18995';'U14016'
'Audi';'Q5';'2015';'Premium Plus';'Cuvee Silver Metallic';'';'Automatic';'21995';'2.0L I4 16V GDI DOHC Turbo Flexible Fuel';'Gasoline Fuel';'used';'Sport Utility';'2015 Audi Q5 Premium Plus';'WA1LFAFP8FA092526';'8RB52A';'25995';'U30055'
'Ford';'Flex';'2016';'SEL';'Ingot Silver Metallic';'Charcoal Black';'Automatic';'20995';'3.5L V6 24V MPFI DOHC';'Gasoline Fuel';'used';'Sport Utility';'2016 Ford Flex SEL';'2FMHK6C86GBA09453';'K6C';'23995';'U14138'
'RAM';'2500';'2016';'Tradesman';'Bright White Clearcoat';'Diesel Gray/Black';'Automatic';'39995';'5.7L V8 16V MPFI OHV';'Gasoline Fuel';'used';'Crew Cab Pickup';'2016 RAM 2500 Tradesman';'3C6TR5HT1GG259737';'DJ7L92';'41995';'U30002'
'RAM';'5500';'2016';'Tradesman';'Bright White Clearcoat';'Diesel Gray/Black';'Automatic';'48995';'6.7L I6 24V DDI OHV Turbo Diesel';'Diesel Fuel';'used';'Crew Cab Chassis-Cab';'2016 RAM 5500 Tradesman';'3C7WRNFL2GG135181';'DP0L94';'54995';'U14088'
'Mazda';'Mazda3';'2016';'i Touring';'Titanium Flash Mica';'Black';'Automatic';'18495';'2.0L I4 16V GDI DOHC';'Gasoline Fuel';'used';'Hatchback';'2016 Mazda3 i Touring';'JM1BM1M72G1337266';'M3HITRA';'20995';'U14105'
'Ford';'Edge';'2017';'Sport';'Red';'';'Automatic';'26595';'2.7L V6 24V GDI DOHC Twin Turbo';'Gasoline Fuel';'used';'Sport Utility';'2017 Ford Edge Sport';'2FMPK4AP9HBB14211';'K4A';'28995';'U14166'
'Volvo';'XC60';'2017';'Dynamic';'Osmium Grey Metallic';'Off-Black';'Automatic';'25995';'2.0L I4 16V GDI DOHC Turbo';'Gasoline Fuel';'used';'Sport Utility';'2017 Volvo XC60 Dynamic';'YV440MRR0H2084604';'XC60T5AWD';'29995';'U14187'
'Jeep';'Compass';'2017';'Trailhawk';'Diamond Black Crystal Pearlcoat';'Ruby Red/Black';'Automatic';'27995';'2.4L I4 16V MPFI SOHC';'Gasoline Fuel';'used';'Sport Utility';'2017 Jeep Compass Trailhawk';'3C4NJDDB7HT630943';'MPJH74';'32995';'U30006'
'Toyota';'Corolla';'2017';'LE';'Black Sand Pearl';'Ash';'Variable';'18495';'1.8L I4 16V MPFI DOHC';'Gasoline Fuel';'used';'4dr Car';'2017 Toyota Corolla LE';'2T1BURHE9HC882997';'1852';'21995';'U14071'
'Acura';'RDX';'2017';'Base';'Modern Steel Metallic';'Ebony';'Automatic';'27495';'3.5L V6 24V MPFI SOHC';'Gasoline Fuel';'used';'Sport Utility';'2017 Acura RDX';'5J8TB4H37HL004829';'TB4H3HJNW';'31995';'U14095'
'Volkswagen';'Jetta';'2017';'1.4T S';'Platinum Gray Metallic';'Titan Blk/Palladium Gray';'Manual';'16495';'1.4L I4 16V GDI DOHC Turbo';'Gasoline Fuel';'used';'4dr Car';'2017 Volkswagen Jetta 1.4T S';'3VW167AJ6HM313756';'1631F1';'19995';'U30040'
'Ford';'Super Duty F-250 SRW';'2017';'Lariat';'Oxford White';'Camel';'Automatic';'54495';'6.2L V8 16V MPFI SOHC Flexible Fuel';'Gasoline Fuel';'used';'Crew Cab Pickup';'2017 Ford Super Duty F-250 SRW Lariat';'1FT7W2B6XHEF04533';'W2B';'57995';'U14110'
'Subaru';'Impreza';'2017';'Premium';'Lapis Blue Pearl';'Ivory';'Variable';'23995';'2.0L H4 16V GDI DOHC';'Gasoline Fuel';'used';'Hatchback';'2017 Subaru Impreza Premium';'4S3GTAB66H3739302';'HLD';'26995';'U30049'
'Chevrolet';'Malibu';'2017';'LT';'Summit White';'Dark Atmosphere/Loft Brown';'Automatic';'23495';'1.5L I4 16V GDI DOHC Turbo';'Gasoline Fuel';'used';'4dr Car';'2017 Chevrolet Malibu LT';'1G1ZE5ST3HF264084';'1ZD69';'26995';'U30050'
'Ford';'EcoSport';'2018';'SE';'White Platinum Metallic Tri-Coat';'Ebony Black';'Automatic';'21495';'2.0L I4 16V GDI DOHC';'Gasoline Fuel';'used';'Sport Utility';'2018 Ford EcoSport SE';'MAJ6P1UL0JC171952';'P1U';'25995';'U13930'
'Ford';'Explorer';'2018';'XLT';'Ruby Red Metallic Tinted Clearcoat';'Ebony Black';'Automatic';'31495';'3.5L V6 24V MPFI DOHC';'Gasoline Fuel';'used';'Sport Utility';'2018 Ford Explorer XLT';'1FM5K8D85JGC11312';'K8D';'35995';'U13983'
'Ford';'Explorer';'2018';'Sport';'Magnetic Metallic';'Ebony Black w/Red Accent';'Automatic';'35995';'3.5L V6 24V GDI DOHC Twin Turbo';'Gasoline Fuel';'used';'Sport Utility';'2018 Ford Explorer Sport';'1FM5K8GT0JGC46968';'K8G';'39995';'U13992'
'Ford';'Edge';'2018';'SEL';'Magnetic Metallic';'Ebony';'Automatic';'28495';'3.5L V6 24V MPFI DOHC';'Gasoline Fuel';'used';'Sport Utility';'2018 Ford Edge SEL';'2FMPK4J80JBC45588';'K4J';'32995';'U13995'
'Ford';'Explorer';'2018';'XLT';'Blue Metallic';'Ebony Black';'Automatic';'31995';'2.3L I4 16V GDI DOHC Turbo';'Gasoline Fuel';'used';'Sport Utility';'2018 Ford Explorer XLT';'1FM5K8DH1JGB37967';'K8D';'35995';'U14011'
'Ford';'Edge';'2018';'SE';'Black';'';'Automatic';'23795';'2.0L I4 16V GDI DOHC Turbo';'Gasoline Fuel';'used';'Sport Utility';'2018 Ford Edge SE';'2FMPK4G99JBC45525';'K4G';'27995';'U14141'
'Dodge';'Durango';'2018';'GT';'Db Black Clearcoat';'Black';'Automatic';'38795';'3.6L V6 24V MPFI DOHC';'Gasoline Fuel';'used';'Sport Utility';'2018 Dodge Durango GT';'1C4RDJDG5JC452129';'WDEH75';'43995';'U14149'
'Jeep';'Cherokee';'2018';'Limited';'Bright White Clearcoat';'Black';'Automatic';'29995';'3.2L V6 24V MPFI DOHC';'Gasoline Fuel';'used';'Sport Utility';'2018 Jeep Cherokee Limited';'1C4PJMDX9JD549197';'KLJP74';'36995';'U14040'
'Ford';'Escape';'2018';'SE';'White Gold';'';'Automatic';'22795';'1.5L I4 16V GDI DOHC Turbo';'Gasoline Fuel';'used';'Sport Utility';'2018 Ford Escape SE';'1FMCU9GD7JUB93817';'U9G';'26995';'U14155'
'Ford';'Flex';'2018';'Limited';'';'';'Automatic';'31795';'3.5L V6 24V MPFI DOHC';'Gasoline Fuel';'used';'Sport Utility';'2018 Ford Flex Limited';'2FMHK6D85JBA00345';'K6D';'35895';'U14156'
'Mazda';'Mazda CX-5';'2018';'Grand Touring';'Soul Red Crystal Metallic';'Parchment';'Automatic';'26995';'2.5L I4 16V GDI DOHC';'Gasoline Fuel';'used';'Sport Utility';'2018 Mazda CX-5 Grand Touring';'JM3KFBDM9J0407551';'CX5GTXA';'32995';'U14050'
'Dodge';'Durango';'2018';'GT';'Octane Red Pearlcoat';'Black';'Automatic';'32995';'3.6L V6 24V MPFI DOHC';'Gasoline Fuel';'used';'Sport Utility';'2018 Dodge Durango GT';'1C4RDJDG3JC409327';'WDEH75';'38995';'U14053'
'Ford';'Edge';'2018';'SEL';'Magnetic Metallic';'Ebony';'Automatic';'28795';'2.0L I4 16V GDI DOHC Turbo';'Gasoline Fuel';'used';'Sport Utility';'2018 Ford Edge SEL';'2FMPK4J99JBC39071';'K4J';'33995';'U14054'
'Ford';'Escape';'2018';'SE';'';'';'Automatic';'23795';'1.5L I4 16V GDI DOHC Turbo';'Gasoline Fuel';'used';'Sport Utility';'2018 Ford Escape SE';'1FMCU9GD3JUD40196';'U9G';'28995';'U14172'
'Ford';'Escape';'2018';'SEL';'';'';'Automatic';'23995';'1.5L I4 16V GDI DOHC Turbo';'Gasoline Fuel';'used';'Sport Utility';'2018 Ford Escape SEL';'1FMCU9HD5JUA14821';'U9H';'27995';'U14168'
'Ford';'Escape';'2018';'SEL';'';'';'Automatic';'23795';'1.5L I4 16V GDI DOHC Turbo';'Gasoline Fuel';'used';'Sport Utility';'2018 Ford Escape SEL';'1FMCU9HDXJUD12068';'U9H';'27995';'U14171'
'Ford';'Edge';'2018';'SEL';'';'';'Automatic';'27495';'3.5L V6 24V MPFI DOHC';'Gasoline Fuel';'used';'Sport Utility';'2018 Ford Edge SEL';'2FMPK4J85JBC29886';'K4J';'32995';'U14169'
'BMW';'M3';'2018';'Base';'Austin Yellow Metallic';'Black';'';'62995';'3.0L I6 24V GDI DOHC Twin Turbo';'Gasoline Fuel';'used';'4dr Car';'2018 BMW M3';'WBS8M9C55J5L71669';'18TN';'68995';'U14068'
'Jeep';'Wrangler JK Unlimited';'2018';'Sport S';'Billet Silver Metallic Clearcoat';'Black';'Automatic';'34495';'3.6L V6 24V MPFI DOHC';'Gasoline Fuel';'used';'Convertible';'2018 Jeep Wrangler JK Unlimited Sport S';'1C4BJWDG0JL931484';'JKJM74';'39995';'U14076'
'Ford';'Edge';'2018';'SE';'Shadow Black';'Ebony';'Automatic';'24495';'2.0L I4 16V GDI DOHC Turbo';'Gasoline Fuel';'used';'Sport Utility';'2018 Ford Edge SE';'2FMPK4G90JBC49060';'K4G';'28995';'U14188'
'Ford';'Edge';'2018';'SEL';'Burgundy Velvet Metallic Tinted Clearcoat';'Dune';'Automatic';'31495';'3.5L V6 24V MPFI DOHC';'Gasoline Fuel';'used';'Sport Utility';'2018 Ford Edge SEL';'2FMPK4J88JBC24360';'K4J';'35995';'U14189'
'Ford';'Escape';'2018';'SEL';'Black';'';'Automatic';'22995';'1.5L I4 16V GDI DOHC Turbo';'Gasoline Fuel';'used';'Sport Utility';'2018 Ford Escape SEL';'1FMCU9HD5JUD30137';'U9H';'28995';'U30000'
'Lincoln';'Continental';'2018';'Reserve';'Black';'';'Automatic';'41995';'2.7L V6 24V GDI DOHC Twin Turbo';'Gasoline Fuel';'used';'4dr Car';'2018 Lincoln Continental Reserve';'1LN6L9NP3J5617825';'L9N';'45995';'U30003'
'Ford';'Explorer';'2018';'XLT';'Oxford White';'Ebony Black';'Automatic';'33995';'3.5L V6 24V MPFI DOHC';'Gasoline Fuel';'used';'Sport Utility';'2018 Ford Explorer XLT';'1FM5K8D83JGA62155';'K8D';'36995';'U14086'
'Honda';'Civic Sedan';'2018';'EX-L';'Silver';'';'Variable';'23995';'1.5L I4 16V GDI DOHC Turbo';'Gasoline Fuel';'used';'4dr Car';'2018 Honda Civic Sedan EX-L';'JHMFC1F72JX039398';'';'27995';'U30015'
'Ford';'F-150';'2018';'XLT';'Gray';'';'Automatic';'38995';'2.7L V6 24V PDI DOHC Twin Turbo';'Gasoline Fuel';'used';'Crew Cab Pickup';'2018 Ford F-150 XLT';'1FTEW1EP6JFD65930';'W1E';'40995';'U30016'
'Ford';'Explorer';'2018';'XLT';'Blue';'';'Automatic';'34495';'3.5L V6 24V MPFI DOHC';'Gasoline Fuel';'used';'Sport Utility';'2018 Ford Explorer XLT';'1FM5K8D89JGC50680';'K8D';'39995';'U30027'
'Ford';'Escape';'2018';'SEL';'Black';'';'Automatic';'23495';'1.5L I4 16V GDI DOHC Turbo';'Gasoline Fuel';'used';'Sport Utility';'2018 Ford Escape SEL';'1FMCU9HD1JUD53415';'U9H';'27995';'U30033'
'Ford';'Escape';'2018';'SEL';'White';'';'Automatic';'28495';'1.5L I4 16V GDI DOHC Turbo';'Gasoline Fuel';'used';'Sport Utility';'2018 Ford Escape SEL';'1FMCU9HD7JUD30138';'U9H';'33995';'U30028'
'Ford';'Fusion';'2018';'SE';'Black';'';'Automatic';'24495';'1.5L I4 16V GDI DOHC Turbo';'Gasoline Fuel';'used';'4dr Car';'2018 Ford Fusion SE';'3FA6P0HD3JR283014';'P0H';'28995';'U30032'
'Jeep';'Compass';'2018';'Latitude';'Laser Blue Pearlcoat';'Black';'Automatic';'24795';'2.4L I4 16V MPFI SOHC';'Gasoline Fuel';'used';'Sport Utility';'2018 Jeep Compass Latitude';'3C4NJDBBXJT481260';'MPJM74';'27995';'U14111'
'Ford';'F-150';'2018';'XLT';'Ingot Silver Metallic';'Black';'Automatic';'38995';'5.0L V8 32V PDI DOHC';'Gasoline Fuel';'used';'Crew Cab Pickup';'2018 Ford F-150 XLT';'1FTEW1E56JFE54802';'W1E';'40995';'U14115'
'Jeep';'Grand Cherokee';'2018';'High Altitude';'Sangria Metallic Clearcoat';'Black';'Automatic';'41995';'3.6L V6 24V MPFI DOHC';'Gasoline Fuel';'used';'Sport Utility';'2018 Jeep Grand Cherokee High Altitude';'1C4RJFCG0JC504144';'WKJS74';'45995';'U30060'
'Ford';'Explorer';'2018';'XLT';'Oxford White';'';'Automatic';'32895';'3.5L V6 24V MPFI DOHC';'Gasoline Fuel';'used';'Sport Utility';'2018 Ford Explorer XLT';'1FM5K8D87JGB50237';'K8D';'35995';'U14125'
'Nissan';'Frontier';'2019';'SV';'Brilliant Silver Metallic';'Steel';'Automatic';'30495';'4.0L V6 24V MPFI DOHC';'Gasoline Fuel';'used';'Crew Cab Pickup';'2019 Nissan Frontier SV';'1N6AD0EV0KN772689';'32219';'36995';'U13925'
'Ford';'Ranger';'2019';'LARIAT';'Lightning Blue Metallic';'Ebony';'Automatic';'38495';'2.3L I4 16V GDI DOHC Turbo';'Gasoline Fuel';'used';'Crew Cab Pickup';'2019 Ford Ranger LARIAT';'1FTER4FHXKLA65634';'R4F';'41995';'U13960'
'Subaru';'Crosstrek';'2019';'Premium';'Dark Gray Metallic';'Gray';'Variable';'26995';'2.0L H4 16V GDI DOHC';'Gasoline Fuel';'used';'Sport Utility';'2019 Subaru Crosstrek Premium';'JF2GTAEC1KH253722';'KRD';'35995';'U14128'
'Ford';'F-150';'2019';'LARIAT';'Agate Black Metallic';'Black';'Automatic';'47495';'5.0L V8 32V PDI DOHC';'Gasoline Fuel';'used';'Crew Cab Pickup';'2019 Ford F-150 LARIAT';'1FTEW1E57KFD48280';'W1E';'49995';'U13996'
'Ford';'Escape';'2019';'SEL';'Agate Black Metallic';'Charcoal Black';'Automatic';'26495';'1.5L I4 16V GDI DOHC Turbo';'Gasoline Fuel';'used';'Sport Utility';'2019 Ford Escape SEL';'1FMCU9HD3KUA73304';'U9H';'31995';'U13998'
'Ford';'Flex';'2019';'SE';'Ingot Silver Metallic';'Charcoal Black';'Automatic';'26995';'3.5L V6 24V MPFI DOHC';'Gasoline Fuel';'used';'Sport Utility';'2019 Ford Flex SE';'2FMGK5B82KBA12799';'K5B';'30995';'U13999'
'Ford';'Expedition';'2019';'Limited';'White Platinum Metallic Tri-Coat';'Ebony';'Automatic';'56995';'3.5L V6 24V GDI DOHC Twin Turbo';'Gasoline Fuel';'used';'Sport Utility';'2019 Ford Expedition Limited';'1FMJU2AT7KEA09485';'U2A';'61995';'U14008'
'Ford';'Escape';'2019';'SEL';'Ingot Silver Metallic';'Charcoal Black';'Automatic';'26995';'1.5L I4 16V GDI DOHC Turbo';'Gasoline Fuel';'used';'Sport Utility';'2019 Ford Escape SEL';'1FMCU9HD8KUA43781';'U9H';'31995';'U14012'
'Ford';'Explorer';'2019';'XLT';'Burgundy';'';'Automatic';'32995';'3.5L V6 24V MPFI DOHC';'Gasoline Fuel';'used';'Sport Utility';'2019 Ford Explorer XLT';'1FM5K8D83KGA57085';'K8D';'37995';'U14139'
'Ford';'Explorer';'2019';'XLT';'Blue Metallic';'Ebony Black';'Automatic';'33995';'3.5L V6 24V MPFI DOHC';'Gasoline Fuel';'used';'Sport Utility';'2019 Ford Explorer XLT';'1FM5K8D89KGB32808';'K8D';'38995';'U14140'
'Ford';'Fusion Hybrid';'2019';'SE';'Black';'';'Variable';'24995';'2.0L I4 16V MPFI DOHC Hybrid';'Hybrid Fuel';'used';'4dr Car';'2019 Ford Fusion Hybrid SE';'3FA6P0LU3KR157213';'P0L';'27995';'U14142'
'Mazda';'Mazda CX-5';'2019';'Touring';'Deep Crystal Blue Mica';'Black';'Automatic';'26995';'2.5L I4 16V GDI DOHC';'Gasoline Fuel';'used';'Sport Utility';'2019 Mazda CX-5 Touring';'JM3KFBCM7K0536973';'CX5TRXA';'32995';'U14023'
'Ford';'F-150';'2019';'Raptor';'Ingot Silver Metallic';'Black';'Automatic';'68995';'3.5L V6 24V PDI DOHC Twin Turbo';'Gasoline Fuel';'used';'Crew Cab Pickup';'2019 Ford F-150 Raptor';'1FTFW1RG8KFC00204';'W1R';'74995';'U14026'
'Lincoln';'MKC';'2019';'Select';'White';'';'Automatic';'32795';'2.0L I4 16V GDI DOHC Turbo';'Gasoline Fuel';'used';'Sport Utility';'2019 Lincoln MKC Select';'5LMCJ2D95KUL07487';'J2D';'37995';'U14147'
'Ford';'Edge';'2019';'SEL';'Ingot Silver Metallic';'Ebony';'Automatic';'30495';'2.0L I4 16V GDI DOHC Turbo';'Gasoline Fuel';'used';'Sport Utility';'2019 Ford Edge SEL';'2FMPK4J9XKBB11522';'K4J';'34995';'U14035'
'Ford';'Ranger';'2019';'XLT';'Magnetic Metallic';'Ebony';'Automatic';'35995';'2.3L I4 16V GDI DOHC Turbo';'Gasoline Fuel';'used';'Extended Cab Pickup';'2019 Ford Ranger XLT';'1FTER1FH1KLA36294';'R1F';'39995';'U14039'
'Ford';'Ranger';'2019';'XLT';'Oxford White';'Ebony';'Automatic';'37995';'2.3L I4 16V GDI DOHC Turbo';'Gasoline Fuel';'used';'Crew Cab Pickup';'2019 Ford Ranger XLT';'1FTER4FH9KLA46878';'R4F';'40995';'U14038'
'Ford';'EcoSport';'2019';'SE';'Diamond White';'Ebony Black';'Automatic';'22995';'2.0L I4 16V GDI DOHC';'Gasoline Fuel';'used';'Sport Utility';'2019 Ford EcoSport SE';'MAJ6S3GL2KC276970';'S3G';'28995';'U14044'
'Ford';'Escape';'2019';'Titanium';'Ingot Silver Metallic';'Charcoal Black';'Automatic';'29995';'2.0L I4 16V GDI DOHC Turbo';'Gasoline Fuel';'used';'Sport Utility';'2019 Ford Escape Titanium';'1FMCU9J9XKUA22291';'U9J';'33995';'U14048'
'Lincoln';'MKC';'2019';'Select';'White';'';'Automatic';'32995';'2.0L I4 16V GDI DOHC Turbo';'Gasoline Fuel';'used';'Sport Utility';'2019 Lincoln MKC Select';'5LMCJ2D97KUL25215';'J2D';'37995';'U14161'
'Ford';'Escape';'2019';'SE';'Magnetic Metallic';'Medium Light Stone';'Automatic';'25495';'1.5L I4 16V GDI DOHC Turbo';'Gasoline Fuel';'used';'Sport Utility';'2019 Ford Escape SE';'1FMCU9GD7KUB43582';'U9G';'30995';'U14162'
'Honda';'CR-V';'2019';'EX';'Red';'';'Variable';'29795';'1.5L I4 16V GDI DOHC Turbo';'Gasoline Fuel';'used';'Sport Utility';'2019 Honda CR-V EX';'2HKRW2H55KH629616';'RW2H5KJW';'35995';'U14164'
